route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
78,hjan1706-Saturday-1-JA2017-0000010,2423938,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
50,hjan1706-Saturday-1-JA2017-0000010,2423939,"BRYANT UNIVERSITY",1,329668,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423940,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329663,330024
35,hjan1706-Saturday-1-JA2017-0000010,2423941,"S. ATTLEBORO MBTA STATION via NEWPORT",1,329665,350022
50,hjan1706-Saturday-1-JA2017-0000010,2423942,"BRYANT UNIVERSITY",1,329667,500042
78,hjan1706-Saturday-1-JA2017-0000010,2423943,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
34,hjan1706-Saturday-1-JA2017-0000010,2423944,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329964,340026
50,hjan1706-Saturday-1-JA2017-0000010,2423945,"BRYANT UNIVERSITY",1,329666,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423946,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329664,330024
78,hjan1706-Saturday-1-JA2017-0000010,2423947,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
34,hjan1706-Saturday-1-JA2017-0000010,2423948,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329965,340026
50,hjan1706-Saturday-1-JA2017-0000010,2423949,"BRYANT UNIVERSITY",1,329668,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423950,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329663,330024
35,hjan1706-Saturday-1-JA2017-0000010,2423951,"S. ATTLEBORO MBTA STATION via NEWPORT",1,329665,350022
50,hjan1706-Saturday-1-JA2017-0000010,2423952,"BRYANT UNIVERSITY",1,329667,500042
78,hjan1706-Saturday-1-JA2017-0000010,2423953,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
34,hjan1706-Saturday-1-JA2017-0000010,2423954,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329964,340026
50,hjan1706-Saturday-1-JA2017-0000010,2423955,"BRYANT UNIVERSITY",1,329666,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423956,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329664,330024
78,hjan1706-Saturday-1-JA2017-0000010,2423957,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
50,hjan1706-Saturday-1-JA2017-0000010,2423958,"BRYANT UNIVERSITY",1,329668,500042
34,hjan1706-Saturday-1-JA2017-0000010,2423959,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329965,340026
35,hjan1706-Saturday-1-JA2017-0000010,2423960,"S. ATTLEBORO MBTA STATION via NEWPORT",1,329665,350022
50,hjan1706-Saturday-1-JA2017-0000010,2423961,"BRYANT UNIVERSITY",1,329667,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423962,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329663,330024
78,hjan1706-Saturday-1-JA2017-0000010,2423963,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
34,hjan1706-Saturday-1-JA2017-0000010,2423964,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329964,340026
50,hjan1706-Saturday-1-JA2017-0000010,2423965,"BRYANT UNIVERSITY",1,329666,500042
78,hjan1706-Saturday-1-JA2017-0000010,2423966,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
33,hjan1706-Saturday-1-JA2017-0000010,2423967,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329664,330024
50,hjan1706-Saturday-1-JA2017-0000010,2423968,"BRYANT UNIVERSITY",1,329668,500042
34,hjan1706-Saturday-1-JA2017-0000010,2423969,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329965,340026
35,hjan1706-Saturday-1-JA2017-0000010,2423970,"S. ATTLEBORO MBTA STATION via NEWPORT",1,329665,350022
50,hjan1706-Saturday-1-JA2017-0000010,2423971,"BRYANT UNIVERSITY",1,329667,500042
78,hjan1706-Saturday-1-JA2017-0000010,2423972,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
33,hjan1706-Saturday-1-JA2017-0000010,2423973,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329663,330024
50,hjan1706-Saturday-1-JA2017-0000010,2423974,"BRYANT UNIVERSITY",1,329666,500042
34,hjan1706-Saturday-1-JA2017-0000010,2423975,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329964,340026
78,hjan1706-Saturday-1-JA2017-0000010,2423976,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
50,hjan1706-Saturday-1-JA2017-0000010,2423977,"BRYANT UNIVERSITY",1,329668,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423978,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329664,330024
35,hjan1706-Saturday-1-JA2017-0000010,2423979,"S. ATTLEBORO MBTA STATION via NEWPORT",1,329665,350022
34,hjan1706-Saturday-1-JA2017-0000010,2423980,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329965,340026
50,hjan1706-Saturday-1-JA2017-0000010,2423981,"BRYANT UNIVERSITY",1,329667,500042
78,hjan1706-Saturday-1-JA2017-0000010,2423982,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
33,hjan1706-Saturday-1-JA2017-0000010,2423983,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329663,330024
50,hjan1706-Saturday-1-JA2017-0000010,2423984,"BRYANT UNIVERSITY",1,329666,500042
34,hjan1706-Saturday-1-JA2017-0000010,2423985,"SEEKONK SQ (SEEKONK MA) & EVERGREEN APTS",1,329964,340026
78,hjan1706-Saturday-1-JA2017-0000010,2423986,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
50,hjan1706-Saturday-1-JA2017-0000010,2423987,"BRYANT UNIVERSITY",1,329668,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423988,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329664,330024
35,hjan1706-Saturday-1-JA2017-0000010,2423989,"S. ATTLEBORO MBTA STATION via NEWPORT",1,329665,350022
50,hjan1706-Saturday-1-JA2017-0000010,2423990,"BRYANT UNIVERSITY",1,329667,500042
78,hjan1706-Saturday-1-JA2017-0000010,2423991,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
50,hjan1706-Saturday-1-JA2017-0000010,2423993,"BRYANT UNIVERSITY",1,329666,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423994,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329663,330024
78,hjan1706-Saturday-1-JA2017-0000010,2423995,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
50,hjan1706-Saturday-1-JA2017-0000010,2423996,"BRYANT UNIVERSITY",1,329668,500042
33,hjan1706-Saturday-1-JA2017-0000010,2423997,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329664,330024
35,hjan1706-Saturday-1-JA2017-0000010,2423998,"S. ATTLEBORO MBTA STATION via NEWPORT",1,329665,350022
50,hjan1706-Saturday-1-JA2017-0000010,2423999,"BRYANT UNIVERSITY",1,329667,500042
78,hjan1706-Saturday-1-JA2017-0000010,2424000,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
50,hjan1706-Saturday-1-JA2017-0000010,2424001,"BRYANT UNIVERSITY",1,329666,500042
33,hjan1706-Saturday-1-JA2017-0000010,2424002,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329663,330024
78,hjan1706-Saturday-1-JA2017-0000010,2424003,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
50,hjan1706-Saturday-1-JA2017-0000010,2424004,"BRYANT UNIVERSITY",1,329668,500042
33,hjan1706-Saturday-1-JA2017-0000010,2424005,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329664,330024
78,hjan1706-Saturday-1-JA2017-0000010,2424006,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
50,hjan1706-Saturday-1-JA2017-0000010,2424007,"BRYANT UNIVERSITY",1,329667,500042
78,hjan1706-Saturday-1-JA2017-0000010,2424008,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329670,780028
33,hjan1706-Saturday-1-JA2017-0000010,2424009,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329663,330024
50,hjan1706-Saturday-1-JA2017-0000010,2424010,"BRYANT UNIVERSITY",1,329668,500042
78,hjan1706-Saturday-1-JA2017-0000010,2424011,"PAWTUCKET via BEVERAGE HILL AVENUE",1,329669,780028
33,hjan1706-Saturday-1-JA2017-0000010,2424012,"SHAW'S (WILLETT AVENUE - RIVERSIDE)",1,329664,330024
50,hjan1706-Saturday-1-JA2017-0000010,2424013,"BRYANT UNIVERSITY",1,329667,500042
50,hjan1706-Saturday-1-JA2017-0000010,2424014,"BRYANT UNIVERSITY",1,329668,500042
78,hjan1706-Saturday-1-JA2017-0000010,2424015,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424016,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424017,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424018,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424019,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424020,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424021,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424022,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424023,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424024,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424025,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424026,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424027,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424028,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424029,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424030,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424031,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424032,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424033,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424034,"KENNEDY PLAZA (PROVIDENCE)",0,329670,780027
78,hjan1706-Saturday-1-JA2017-0000010,2424035,"KENNEDY PLAZA (PROVIDENCE)",0,329669,780027
92,hjan1706-Saturday-1-JA2017-0000010,2424036,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424037,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424038,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424039,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424040,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424041,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424042,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424043,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424044,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424045,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424046,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424047,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424048,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424049,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424050,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424051,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424052,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424053,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424054,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424055,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424056,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424057,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424058,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424059,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424060,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424061,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424062,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424063,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424064,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424065,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424066,"EASTSIDE MARKETPLACE via FOX POINT",0,329671,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424067,"EASTSIDE MARKETPLACE via FOX POINT",0,329672,920070
92,hjan1706-Saturday-1-JA2017-0000010,2424068,"EASTSIDE MARKETPLACE via FOX POINT",0,329673,920070
34,hjan1706-Saturday-1-JA2017-0000010,2424071,"KENNEDY PLAZA (PROVIDENCE)",0,329965,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424072,"KENNEDY PLAZA (PROVIDENCE)",0,329964,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424073,"KENNEDY PLAZA (PROVIDENCE)",0,329965,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424074,"KENNEDY PLAZA (PROVIDENCE)",0,329964,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424075,"KENNEDY PLAZA (PROVIDENCE)",0,329965,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424076,"KENNEDY PLAZA (PROVIDENCE)",0,329964,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424077,"KENNEDY PLAZA (PROVIDENCE)",0,329965,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424078,"KENNEDY PLAZA (PROVIDENCE)",0,329964,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424079,"KENNEDY PLAZA (PROVIDENCE)",0,329965,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424080,"KENNEDY PLAZA (PROVIDENCE)",0,329964,340025
34,hjan1706-Saturday-1-JA2017-0000010,2424081,"KENNEDY PLAZA (PROVIDENCE)",0,329965,340025
